0.0,0.3425926,0.725,0.9981481,2.8685186,3.0898147,13.373147,14.084256,14.320367,14.7037,14.904627,15.177774,15.339811,15.474071,15.658329,16.29907,16.472218,16.71481,17.348145,17.76759,18.099068,18.421291,19.590734,20.18055,20.461103,20.638884,20.834255,21.00833,21.228699,22.00833,22.536104,22.920366,23.138884,23.879627,24.059258,24.433329,24.79814,25.158325,26.647213,27.060175,27.394436,27.672215,27.836103,28.128696,28.32592,41.339348,44.486565,45.06897,45.36897,45.88008,46.352303,46.856934,47.352306,48.206017,48.345833,48.597683,48.79398,50.6125,50.78565,51.240273,51.570824,53.458794,53.844906,54.10694,54.23194,55.598606,56.37544,56.582844,56.774513,57.383774,57.643032,57.846737,58.219887,68.01064,68.564354,68.81805,69.286575,69.64027,70.01064,70.17361,70.57825,71.01621,71.368996,71.73659,71.9801,72.33845,72.7764,73.01993,73.289375,73.61716,73.85049,74.24864,74.572716,74.72734,75.08475,75.48475,75.81068,75.939384,76.46809,76.964386,77.265305,77.51531,77.692154,77.89123,78.13939,78.370865,78.65512,79.0079,79.31992,79.688446,79.88382,80.24216,80.523636,80.90141,81.11345,81.42086,81.67086,82.176414,82.3653,82.825485,83.225494,83.6116,84.11067,84.32178,84.5903,85.21253,85.52087,85.77364,85.94494,86.31068,86.658806
0.0,0.73888886,1.2074074,1.4574075,1.6879632,2.1611114,2.7055557,3.157408,6.279075,6.4901857,6.6142597,6.892963,7.426298,13.429998,14.532059,31.1924,31.584066,32.392532,32.85272,37.69155,38.048958,38.495255,38.665627,39.036922,39.381367,39.72489,39.97859,40.260998,40.589706,41.041553,41.23414,41.534138,42.00265,42.291546,42.52025,43.005432,43.310062,43.652653,43.782284,44.003574,44.23876,44.602654,45.01747,45.47673,45.941544,46.383213,46.793396,47.077652,47.4045,47.641537,47.88043,48.21376,48.513756,48.74524,49.04802,49.32579,49.495235,49.768383,51.094315,51.335056,53.084736,53.94566,54.257698,54.47158,55.441948,55.672504,56.054913,56.558617,57.0364,57.230843,57.989174,58.21139,58.56417,58.911392,59.145653,59.35491,60.82189,62.344196,62.50068,62.78309,64.42371,65.24113,71.301285,71.56424,72.022575,72.442955,72.8096,73.22442,73.57349,74.00682,74.37349,74.79572,75.0272,75.42721,75.78647,76.14849,76.39663,78.87441,79.272575,79.53462,79.84295,80.03462,80.26702,80.65128,80.99572,81.48092,81.829056,82.08276,82.43369,82.579994,82.91889,83.244804,83.471664,83.75315,83.98833,84.26518,84.57909,93.75135
0.0,0.7944444,2.223148,4.5824065,5.0388885,5.908333,12.174998,12.426849,12.649998,12.852777,13.096295,13.34259,13.6425905,13.848146,14.082407,14.361112,14.779627,15.2138815,15.581475,15.868512,16.136105,16.511105,16.73518,17.04444,17.39629,24.421293,24.740736,25.036104,25.355549,25.610176,25.907402,26.185179,26.48425,27.019432,27.365726,27.555542,27.887947,28.112947,28.398136,28.622211,28.891657,29.147215,29.420362,29.846289,30.124992,30.448141,30.719439,30.931479,31.274996,31.527775,31.921297,32.206482,36.3205,40.826965,49.827873,50.25935,50.54546,50.74083,51.01954,93.75135
